plot,month,year,species,cover,height,phenology,remarks
F5P3,September,2019,Seseli osseum,+,12,v,
F5P3,September,2019,Teucrium chamaedrys,2a,15,fr,
F5P4,September,2019,Festuca valesiaca,+,10,v,
F5P4,September,2019,Potentilla incana,2a,5,v,
F5P4,September,2019,Sedum album,2a,9,fr,
F5P4,September,2019,Taraxacum sect. Erythrosperma,r,2,v,
F5P4,September,2019,Teucrium chamaedrys,+,6,fr,
F5P5,September,2019,Alyssum alyssoides,+,10,post fr,
F5P5,September,2019,Arrhenatherum elatius,r,5,v,
F5P5,September,2019,Camelina microcarpa,+,50,post fr,
F5P5,September,2019,Echium vulgare,2a,51,v,0
F5P5,September,2019,Erysimum odoratum,+,50,post fr,
F5P5,September,2019,Medicago minima,1,1,s,
F5P5,September,2019,Melica ciliata,+,10,v,
F5P5,September,2019,Minuartia rubra,+,5,fl,
F5P5,September,2019,Potentilla incana,1,5,v,
F5P5,September,2019,Sedum album,+,2,v,
F5P5,September,2019,Seseli osseum,1,40,fr,
F5P5,September,2019,Verbascum lychnitis,1,100,post fr,
F5P6,September,2019,Acinos arvensis,+,25,post fr,
F5P6,September,2019,Allium flavum,r,5,v,
F5P6,September,2019,Alyssum alyssoides,1,10,post fr,
F5P6,September,2019,Boraginaceae,+,1,s,
F5P6,September,2019,Echium vulgare,+,1,s,0
F5P6,September,2019,Medicago minima,+,1,s,
F5P6,September,2019,Melica ciliata,1,15,v,
F5P6,September,2019,Minuartia rubra,+,5,fr,
F5P6,September,2019,Potentilla incana,2a,5,fl,
F5P6,September,2019,Sedum album,1,3,v,
F5P6,September,2019,Verbascum lychnitis,+,3,v,
F6P1,September,2019,Acinos arvensis,+,2,v,
F6P1,September,2019,Allium flavum,r,5,v,
F6P1,September,2019,Echium vulgare,2a,8,v,
F6P1,September,2019,Gagea pusilla,+,5,v,
F6P1,September,2019,Iris pumila,+,3,v,
F6P1,September,2019,Lepidium campestre,+,1,v,
F6P1,September,2019,Medicago minima,+,1,s,
F6P1,September,2019,Sedum album,2a,12,post fr,
F6P1,September,2019,Teucrium chamaedrys,1,10,fl,
F6P1,September,2019,Trifolium arvense,1,15,post fr,
F6P2,September,2019,Centaurea stoebe,1,5,v,
F6P2,September,2019,Echium vulgare,3,8,v,0
F6P2,September,2019,Lappula squarrosa,+,14,fr,0
F6P2,September,2019,Lepidium campestre,+,1,s,
F6P2,September,2019,Medicago minima,+,1,s,
F6P2,September,2019,Scabiosa ochroleuca,r,2,v,
F6P2,September,2019,Sedum album,1,4,v,
F6P2,September,2019,Trifolium arvense,1,15,fr,
F6P3,September,2019,Echium vulgare,3,9,v,0
F6P3,September,2019,Gagea pusilla,r,3,v,
F6P3,September,2019,Lepidium campestre,+,10,v,
F6P3,September,2019,Sedum album,2a,15,fr,
F6P3,September,2019,Teucrium chamaedrys,1,12,fr,
F6P3,September,2019,Trifolium arvense,1,20,fr,
F6P4,September,2019,Arrhenatherum elatius,+,9,v,
F6P4,September,2019,Convolvulus arvensis,r,8,v,
F6P4,September,2019,Echium vulgare,4,53,post fr,0
F6P4,September,2019,Euphorbia cyparissias,r,5,v,
F6P4,September,2019,Galium glaucum,r,5,v,
F6P4,September,2019,Lepidium campestre,+,14,post fr,
F6P4,September,2019,Sedum album,1,13,fr,
F6P4,September,2019,Teucrium chamaedrys,2a,8,fr,
F6P4,September,2019,Trifolium arvense,+,10,fr,
F6P5,September,2019,Achillea collina,r,5,v,
F6P5,September,2019,Centaurea stoebe,1,5,v,
F6P5,September,2019,Echium vulgare,2a,7,v,0
F6P5,September,2019,Festuca valesiaca,+,5,v,
F6P5,September,2019,Inula oculus-christi,+,2,v,
F6P5,September,2019,Lepidium campestre,1,2,v,
F6P5,September,2019,Medicago minima,r,1,s,
F6P5,September,2019,Potentilla incana,+,3,v,
F6P5,September,2019,Sedum album,2a,5,v,
F6P5,September,2019,Teucrium chamaedrys,2b,10,fr,
F6P5,September,2019,Trifolium arvense,1,10,post fr,
F6P6,September,2019,Acinos arvensis,+,2,v,
F6P6,September,2019,Arrhenatherum elatius,+,5,v,
F6P6,September,2019,Buglossoides incrassata,+,1,v,0
F6P6,September,2019,Echium vulgare,3,8,v,0
F6P6,September,2019,Inula oculus-christi,+,3,v,
F6P6,September,2019,Lepidium campestre,1,1,v,
F6P6,September,2019,Potentilla incana,+,2,v,
F6P6,September,2019,Sedum album,1,5,v,
F6P6,September,2019,Teucrium chamaedrys,2a,10,v,
F6P6,September,2019,Trifolium arvense,1,15,post fr,
F7P1,September,2019,Arrhenatherum elatius,r,5,post fr,
F7P1,September,2019,Buglossoides incrassata,+,1,s,
F7P1,September,2019,Echium vulgare,+,55,post fr,
F7P1,September,2019,Lepidium campestre,+,14,post fr,
F7P1,September,2019,Melica ciliata,+,3,v,
F7P1,September,2019,Sedum album,r,3,v,
F7P1,September,2019,Teucrium chamaedrys,3,10,fr,
F7P2,September,2019,Allium flavum,r,2,v,
F7P2,September,2019,Dianthus pontederae,r,2,v,
F7P2,September,2019,Echium vulgare,2a,25,v,
F7P2,September,2019,Gagea pusilla,+,5,v,
F7P2,September,2019,Lepidium campestre,2a,14,post fr,
F7P2,September,2019,Melica ciliata,r,4,v,
F7P2,September,2019,Sedum album,1,2,v,
F7P2,September,2019,Teucrium chamaedrys,2a,12,fr,
F7P3,September,2019,Echium vulgare,1,46,post fr,0
F7P3,September,2019,Gagea pusilla,r,2,v,
F7P3,September,2019,Hesperis tristis ,+,2,v,
F7P3,September,2019,Lepidium campestre,+,21,post fr,
F7P3,September,2019,Melica ciliata,+,4,v,
F7P3,September,2019,Potentilla incana,2a,7,v,
F7P3,September,2019,Teucrium chamaedrys,2a,10,v,
F7P3,September,2019,Veronica sublobata,+,1,s,
F7P4,September,2019,Arrhenatherum elatius,+,13,v,
F7P4,September,2019,Bromus japonicus,+,25,fr,
F7P4,September,2019,Echium vulgare,+,1,s,0
F7P4,September,2019,Lepidium campestre,1,15,post fr,
F7P4,September,2019,Sedum album,+,4,v,
F7P4,September,2019,Teucrium chamaedrys,3,11,fr,
F7P4,September,2019,Trifolium arvense,1,15,fr,
F7P4,September,2019,Veronica sublobata,+,1,s,
F7P5,September,2019,Alyssum montanum subsp. gmelinii,+,3,fl,
F7P5,September,2019,Bromus sp.,+,8,post fr,
F7P5,September,2019,Buglossoides incrassata,+,1,s,
F7P5,September,2019,Dianthus pontederae,+,3,v,
F7P5,September,2019,Echium vulgare,2b,20,post fr,0
F7P5,September,2019,Galium glaucum,+,5,v,
F7P5,September,2019,Lepidium campestre,+,10,post fr,
F7P5,September,2019,Medicago minima,+,1,s,
F7P5,September,2019,Potentilla incana,2a,3,v,
F7P5,September,2019,Sedum album,1,3,v,
F7P5,September,2019,Teucrium chamaedrys,1,10,fr,
F7P6,September,2019,Arrhenatherum elatius,+,20,v,
F7P6,September,2019,Buglossoides incrassata,+,1,s,
F7P6,September,2019,Echium vulgare,2a,10,v,0
F7P6,September,2019,Gagea pusilla,+,5,v,
F7P6,September,2019,Lepidium campestre,+,2,v,
F7P6,September,2019,Medicago minima,+,1,s,
F7P6,September,2019,Sedum album,+,5,v,
F7P6,September,2019,Teucrium chamaedrys,2b,10,fl,
F1P1,October,2019,Acinos arvensis,+,7,v,
F1P1,October,2019,Echium vulgare,2a,6,v,0
F1P1,October,2019,Festuca valesiaca,+,12,v,
F1P1,October,2019,Medicago minima,+,1,v,
F1P1,October,2019,Phleum phleoides,+,4,v,
F1P1,October,2019,Potentilla incana,1,5,v,
F1P1,October,2019,Teucrium chamaedrys,+,5,v,
F1P1,October,2019,Trifolium arvense,+,10,v,
F1P1,October,2019,Verbascum lychnitis,+,1,v,
F1P2,October,2019,Alyssum alyssoides,+,1,v,
F1P2,October,2019,Arenaria serpyllifolia,+,1,v,
F1P2,October,2019,Arrhenatherum elatius,+,12,v,
F1P2,October,2019,Artemisia absinthium,2b,85,fr,
F1P2,October,2019,Echium vulgare,2b,5,v,0
F1P2,October,2019,Festuca valesiaca,1,8,v,
F1P2,October,2019,Geranium pusillum,+,1,s,
F1P2,October,2019,Lamium amplexicaule,+,1,v,
F1P2,October,2019,Medicago minima,+,1,s,
F1P2,October,2019,Ranunculus illyricus,r,1,s,
F1P2,October,2019,Teucrium chamaedrys,2a,10,v,
F1P2,October,2019,Verbascum lychnitis,1,2,v,
F1P2,October,2019,Veronica sublobata,1,1,s,
F1P3,October,2019,Arrhenatherum elatius,+,5,v,
F1P3,October,2019,Carex praecox,+,12,v,
F1P3,October,2019,Echium vulgare,+,1,v,0
F1P3,October,2019,Elymus hispidus,+,30,v,
F1P3,October,2019,Festuca valesiaca,1,6,v,
F1P3,October,2019,Geranium pusillum,r,1,s,
F1P3,October,2019,Lamium amplexicaule,+,1,v,
F1P3,October,2019,Ranunculus illyricus,r,1,s,
F1P3,October,2019,Teucrium chamaedrys,2a,15,fr,
F1P3,October,2019,Veronica sublobata,+,1,s,
F1P4,October,2019,Anthriscus cerefolium,+,3,v,
F1P4,October,2019,Arenaria serpyllifolia,+,1,v,
F1P4,October,2019,Arrhenatherum elatius,2a,10,v,
F1P4,October,2019,Carex praecox,+,7,v,
F1P4,October,2019,Carex supina,+,7,v,(sect 4)
F1P4,October,2019,Echium vulgare,+,1,v,0
F1P4,October,2019,Elymus hispidus,+,8,v,
F1P4,October,2019,Teucrium chamaedrys,2a,11,fr,
F1P4,October,2019,Veronica sublobata,+,1,s,
F1P5,October,2019,Anthriscus cerefolium,+,2,s,
F1P5,October,2019,Arenaria serpyllifolia,+,1,s,
F1P5,October,2019,Artemisia campestris,1,3,v,
F1P5,October,2019,Carex praecox,+,6,v,
F1P5,October,2019,Convolvulus arvensis,+,3,v,
F1P5,October,2019,Echium vulgare,+,3,v,0
F1P5,October,2019,Elymus hispidus,+,8,v,
F1P5,October,2019,Geranium pusillum,+,2,v,
F1P5,October,2019,Lamium amplexicaule,+,2,v,
F1P5,October,2019,Medicago minima,r,1,v,
F1P5,October,2019,Phleum phleoides,1,10,v,
F1P5,October,2019,Teucrium chamaedrys,2a,12,fr,
F1P5,October,2019,Veronica sublobata,+,1,v,
F1P6,October,2019,Arenaria serpyllifolia,+,1,v,
F1P6,October,2019,Artemisia absinthium,2a,23,v,
F1P6,October,2019,Carex praecox,+,7,v,
F1P6,October,2019,Echium vulgare,+,1,v,0
F1P6,October,2019,Gagea pusilla,r,1,v,
F1P6,October,2019,Geranium pusillum,+,1,v,
F1P6,October,2019,Lamium amplexicaule,+,2,v,
F1P6,October,2019,Teucrium chamaedrys,2a,9,v,
F1P6,October,2019,Veronica sublobata,+,1,v,
F2P1,October,2019,Acinos arvensis,+,1,v,
F2P1,October,2019,Alyssum alyssoides,+,1,s,
F2P1,October,2019,Arenaria serpyllifolia,+,1,v,
F2P1,October,2019,Bromus japonicus,r,4,v,
F2P1,October,2019,Echium vulgare,+,2,v,0
F2P1,October,2019,Erodium cicutarium,+,3,v,
F2P1,October,2019,Lamium amplexicaule,1,2,v,
F2P1,October,2019,Lotus corniculatus,r,5,v,
F2P1,October,2019,Melica ciliata,+,8,v,
F2P1,October,2019,Phleum phleoides,+,6,v,
F2P1,October,2019,Potentilla incana,2b,3,v,
F2P1,October,2019,Sedum album,+,2,v,
F2P1,October,2019,Teucrium chamaedrys,+,7,v,
F2P1,October,2019,Veronica sublobata,+,2,s,
F2P2,October,2019,Alyssum alyssoides,1,1,v,
F2P2,October,2019,Arenaria serpyllifolia,+,1,v,
F2P2,October,2019,Boraginaceae,r,1,s,0
F2P2,October,2019,Bromus japonicus,+,5,v,
F2P2,October,2019,Echium vulgare,r,1,v,0
F2P2,October,2019,Erodium cicutarium,r,1,v,
F2P2,October,2019,Festuca valesiaca,r,2,v,
F2P2,October,2019,Lamium amplexicaule,1,1,v,
F2P2,October,2019,Phleum phleoides,2a,5,v,
F2P2,October,2019,Teucrium chamaedrys,3,15,fr,
F2P2,October,2019,Verbascum lychnitis,2a,5,v,
F2P2,October,2019,Veronica sublobata,+,1,s,
F2P3,October,2019,Alyssum alyssoides,1,2,v,
F2P3,October,2019,Artemisia absinthium,2b,80,fr,
F2P3,October,2019,Bromus tectorum,+,5,v,orange are the once secondary added
F2P3,October,2019,Carex praecox,+,3,v,
F2P3,October,2019,Festuca valesiaca,2a,8,v,
F2P3,October,2019,Geranium pusillum,r,1,s,
F2P3,October,2019,Lamium amplexicaule,1,2,v,
F2P3,October,2019,Melica ciliata,+,2,v,(migh be mixed with carex in febr) - corrected
F2P3,October,2019,Phleum phleoides,1,4,v,
F2P3,October,2019,Teucrium chamaedrys,2a,15,fr,
F2P3,October,2019,Veronica praecox,+,1,s,
F2P3,October,2019,Veronica sublobata,+,1,s,
F2P4,October,2019,Acinos arvensis,+,1,v,
F2P4,October,2019,Alyssum alyssoides,+,1,s,
F2P4,October,2019,Bromus tectorum,+,4,v,merged wth japonicus of october
F2P4,October,2019,Carex supina,2a,12,v,
F2P4,October,2019,Erodium cicutarium,+,1,v,
F2P4,October,2019,Lamium amplexicaule,1,2,v,
F2P4,October,2019,Medicago minima,+,1,s,
F2P4,October,2019,Seseli osseum,r,1,s,
F2P4,October,2019,Teucrium chamaedrys,2b,20,fr,
F2P4,October,2019,Veronica sublobata,+,1,s,
F2P5,October,2019,Acinos arvensis,+,1,v,
F2P5,October,2019,Alyssum alyssoides,+,1,v,
F2P5,October,2019,Arabis auriculata,+,1,v,
F2P5,October,2019,Arenaria serpyllifolia,+,1,v,
F2P5,October,2019,Boraginaceae,+,1,s,
F2P5,October,2019,Lamium amplexicaule,+,2,v,
F2P5,October,2019,Medicago minima,+,1,v,
F2P5,October,2019,Melica ciliata,+,7,v,
F2P5,October,2019,Teucrium chamaedrys,+,3,v,grew into
F2P5,October,2019,Viola saxatilis,r,1,v,
F2P6,October,2019,Acinos arvensis,+,2,v,
F2P6,October,2019,Arabis auriculata,+,2,v,
F2P6,October,2019,Arenaria serpyllifolia,1,2,v,
F2P6,October,2019,Echium vulgare,+,1,v,0
F2P6,October,2019,Gagea pusilla,+,3,v,
F2P6,October,2019,Koeleria macrantha,+,2,v,
F2P6,October,2019,Lamium amplexicaule,1,4,v,
F2P6,October,2019,Medicago minima,+,1,v,
F2P6,October,2019,Teucrium chamaedrys,+,3,v,
F3P1,October,2019,Acinos arvensis,+,1,v,
F3P1,October,2019,Alyssum alyssoides,1,1,s,
F3P1,October,2019,Arenaria serpyllifolia,1,1,s,
F3P1,October,2019,Arrhenatherum elatius,1,8,v," (quadr 6, 1 individual)"
F3P1,October,2019,Bromus japonicus,r,4,v,
F3P1,October,2019,Centaurea stoebe,2a,3,v,
F3P1,October,2019,Dianthus pontederae,+,4,v,
F3P1,October,2019,Echium vulgare,r,1,v,0
F3P1,October,2019,Gagea pusilla,r,3,v,
F3P1,October,2019,Koeleria macrantha,1,5,v,
F3P1,October,2019,Lamium amplexicaule,+,1,v,
F3P1,October,2019,Medicago minima,+,1,s,
F3P1,October,2019,Minuartia rubra,r,6,fr,
F3P1,October,2019,Potentilla incana,+,1,v,
F3P1,October,2019,Verbascum lychnitis,+,1,v,
F3P2,October,2019,Allium flavum,r,12,v,
F3P2,October,2019,Alyssum alyssoides,+,1,s,
F3P2,October,2019,Arrhenatherum elatius,+,9,v,
F3P2,October,2019,Festuca valesiaca,1,10,v,
F3P2,October,2019,Galium glaucum,+,2,v,
F3P2,October,2019,Medicago minima,+,1,s,
F3P2,October,2019,Minuartia rubra,r,8,fr,
F3P2,October,2019,Potentilla incana,4,4,v,
F3P2,October,2019,Sedum album,1,2,v,
F3P2,October,2019,Verbascum lychnitis,+,1,v,
F3P3,October,2019,Acinos arvensis,+,1,v,
F3P3,October,2019,Alyssum alyssoides,2b,1,v,
F3P3,October,2019,Arenaria serpyllifolia,+,1,v,
F3P3,October,2019,Arrhenatherum elatius,+,7,v,
F3P3,October,2019,Bromus sp.,r,2,v,japonicus on last survey
F3P3,October,2019,Echium vulgare,1,3,v,0
F3P3,October,2019,Koeleria macrantha,1,3,v,
F3P3,October,2019,Medicago minima,+,1,v,
F3P3,October,2019,Melica ciliata,+,5,v,
F3P3,October,2019,Sedum album,1,4,v,
F3P3,October,2019,Taraxacum sect. Erythrosperma,+,1,v,
F3P3,October,2019,Verbascum lychnitis,1,2,v,
F3P3,October,2019,Veronica prostrata,1,5,v,
F3P4,October,2019,Acinos arvensis,1,15,fl,
F3P4,October,2019,Alyssum alyssoides,1,1,v,
F3P4,October,2019,Arenaria serpyllifolia,+,1,v,
F3P4,October,2019,Bromus tectorum,r,4,v,"later considered as japonicus, why?"
F3P4,October,2019,Centaurea stoebe,2a,5,v,
F3P4,October,2019,Festuca valesiaca,1,6,v,
F3P4,October,2019,Galium verum ,+,10,v,
F3P4,October,2019,Lamium amplexicaule,+,1,s,
F3P4,October,2019,Lappula squarrosa,r,1,s,0
F3P4,October,2019,Melica ciliata,+,12,v,
F3P4,October,2019,Potentilla incana,2a,4,v,
F3P4,October,2019,Sedum album,2a,2,v,
F3P4,October,2019,Teucrium chamaedrys,3,12,fr,
F3P4,October,2019,Veronica sublobata,+,1,s,
F3P5,October,2019,Alyssum alyssoides,1,1,s,
F3P5,October,2019,Bromus japonicus,+,2,v,
F3P5,October,2019,Buglossoides incrassata,+,1,s,0
F3P5,October,2019,Erodium cicutarium,+,1,v,
F3P5,October,2019,Festuca valesiaca,+,4,v,
F3P5,October,2019,Gagea pusilla,+,1,v,
F3P5,October,2019,Medicago minima,+,1,s,
F3P5,October,2019,Melica ciliata,1,21,v,
F3P5,October,2019,Teucrium chamaedrys,+,4,v,
F3P6,October,2019,Alyssum alyssoides,+,1,v,
F3P6,October,2019,Arrhenatherum elatius,+,7,v,error with Koeleria (from FEB)
F3P6,October,2019,Centaurea stoebe,1,2,v,
F3P6,October,2019,Dianthus pontederae,+,2,v,
F3P6,October,2019,Echium vulgare,r,1,v,0
F3P6,October,2019,Festuca valesiaca,1,5,v,
F3P6,October,2019,Sedum album,2a,3,v,
F3P6,October,2019,Senecio vulgaris,r,2,v,
F3P6,October,2019,Taraxacum sect. Erythrosperma,+,1,v,
F4P1,October,2019,Alyssum montanum subsp. gmelinii,+,1,v,remarks on last survey
F4P1,October,2019,Arrhenatherum elatius,+,5,v,
F4P1,October,2019,Echium vulgare,2a,3,v,0
F4P1,October,2019,Erodium cicutarium,r,1,s,
F4P1,October,2019,Koeleria macrantha,2a,8,v,
F4P1,October,2019,Medicago minima,+,1,v,
F4P1,October,2019,Melica ciliata,+,10,v,
F4P1,October,2019,Potentilla incana,1,3,v,
F4P1,October,2019,Sedum album,2a,2,v,
F4P1,October,2019,Seseli osseum,+,4,v,
F4P1,October,2019,Teucrium chamaedrys,2a,10,fr,
F4P1,October,2019,Veronica sublobata,+,1,s,
F4P2,October,2019,Arenaria serpyllifolia,+,1,s,
F4P2,October,2019,Boraginaceae,+,1,v,
F4P2,October,2019,Bromus sp.,+,4,v,
F4P2,October,2019,Buglossoides incrassata,+,1,v,0
F4P2,October,2019,Centaurea stoebe,1,2,v,
F4P2,October,2019,Erodium cicutarium,r,1,s,
F4P2,October,2019,Melica ciliata,+,20,v,
F4P2,October,2019,Teucrium chamaedrys,2b,10,v,
F4P2,October,2019,Veronica sublobata,+,1,s,
F4P3,October,2019,Alyssum alyssoides,+,1,v,
F4P3,October,2019,Arenaria serpyllifolia,+,1,v,
F4P3,October,2019,Boraginaceae,+,1,s,
F4P3,October,2019,Dianthus pontederae,+,2,v,
F4P3,October,2019,Lamium amplexicaule,+,1,s,
F4P3,October,2019,Medicago minima,+,1,s,
F4P3,October,2019,Phleum phleoides,1,8,v,
F4P3,October,2019,Sedum album,+,3,v,
F4P3,October,2019,Seseli osseum,+,5,v,
F4P3,October,2019,Teucrium chamaedrys,2a,18,v,
F4P3,October,2019,Verbascum lychnitis,r,1,v,
F4P3,October,2019,Veronica sublobata,+,2,s,
F4P4,October,2019,Alyssum alyssoides,1,2,v,
F4P4,October,2019,Arenaria serpyllifolia,+,1,s,
F4P4,October,2019,Dianthus pontederae,+,2,v,
F4P4,October,2019,Erodium cicutarium,r,1,s,
F4P4,October,2019,Medicago minima,+,2,s,
F4P4,October,2019,Melica ciliata,+,10,v,
F4P4,October,2019,Sedum album,1,2,v,
F4P4,October,2019,Teucrium chamaedrys,2a,5,v,
F4P4,October,2019,Trifolium arvense,+,22,fr,
F4P4,October,2019,Veronica sublobata,+,1,s,
F4P5,October,2019,Alyssum alyssoides,+,1,v,
F4P5,October,2019,Arenaria serpyllifolia,+,1,v,
F4P5,October,2019,Boraginaceae,+,1,s,0
F4P5,October,2019,Bromus japonicus,+,8,v,
F4P5,October,2019,Echium vulgare,2a,20,fl,0
F4P5,October,2019,Erodium cicutarium,+,1,s,
F4P5,October,2019,Lamium amplexicaule,1,1,v,
F4P5,October,2019,Medicago minima,+,1,s,
F4P5,October,2019,Potentilla incana,1,2,v,
F4P5,October,2019,Teucrium chamaedrys,2b,15,fr,
F4P5,October,2019,Veronica praecox,r,1,s,
F4P5,October,2019,Veronica sublobata,+,1,s,
F4P6,October,2019,Alyssum alyssoides,1,1,v,
F4P6,October,2019,Boraginaceae,+,1,v,lappula on least survey
F4P6,October,2019,Bromus japonicus,+,3,v,
F4P6,October,2019,Echium vulgare,2a,7,v,0
F4P6,October,2019,Lamium amplexicaule,+,1,v,
F4P6,October,2019,Medicago minima,+,1,v,
F4P6,October,2019,Minuartia rubra,+,1,v,
F4P6,October,2019,Phleum phleoides,2a,5,v,
F4P6,October,2019,Sedum album,2a,3,v,
F4P6,October,2019,Teucrium chamaedrys,2b,12,fr,
F4P6,October,2019,Veronica verna,+,1,v,
F5P1,October,2019,Acinos arvensis,+,1,s,
F5P1,October,2019,Alyssum alyssoides,+,1,s,remarks on last survey
F5P1,October,2019,Arenaria serpyllifolia,+,1,s,
F5P1,October,2019,Dianthus pontederae,+,2,v,
F5P1,October,2019,Medicago minima,+,1,s,
F5P1,October,2019,Minuartia rubra,r,5,post fr,
F5P1,October,2019,Phleum phleoides,2a,5,v,
F5P1,October,2019,Potentilla incana,1,3,v,
F5P1,October,2019,Sedum album,2a,2,v,
F5P1,October,2019,Verbascum lychnitis,2a,1,v,
F5P2,October,2019,Acinos arvensis,r,1,s,
F5P2,October,2019,Alyssum alyssoides,+,1,v,
F5P2,October,2019,Arenaria serpyllifolia,+,1,v,
F5P2,October,2019,Arrhenatherum elatius,1,15,v,
F5P2,October,2019,Echium vulgare,2a,3,v,0
F5P2,October,2019,Lamium amplexicaule,1,2,v,
F5P2,October,2019,Lappula squarrosa,+,1,v,0
F5P2,October,2019,Medicago minima,+,2,v,
F5P2,October,2019,Melica ciliata,1,15,v,
F5P2,October,2019,Sedum album,1,2,v,
F5P2,October,2019,Teucrium chamaedrys,2b,15,fr,
F5P3,October,2019,Acinos arvensis,+,1,s,
F5P3,October,2019,Alyssum alyssoides,+,1,s,
F5P3,October,2019,Arenaria serpyllifolia,+,1,s,
F5P3,October,2019,Bromus japonicus,r,2,v,
F5P3,October,2019,Dianthus pontederae,+,2,v,
F5P3,October,2019,Festuca csikhegyensis,1,5,v,
F5P3,October,2019,Koeleria macrantha,+,4,v,
F5P3,October,2019,Medicago minima,+,1,v,
F5P3,October,2019,Phleum phleoides,+,5,v,maybe includes also Melica
F5P3,October,2019,Potentilla incana,2b,5,v,
F5P3,October,2019,Sedum album,2a,2,v,
F5P3,October,2019,Seseli osseum,+,10,v,
F5P3,October,2019,Teucrium chamaedrys,2a,15,fr,
F5P3,October,2019,Veronica sublobata,+,1,s,
F5P4,October,2019,Acinos arvensis,+,1,s,
F5P4,October,2019,Alyssum alyssoides,+,1,s,
F5P4,October,2019,Arenaria serpyllifolia,+,1,v,
F5P4,October,2019,Bromus japonicus,+,3,v,bromus sp on least survey
F5P4,October,2019,Buglossoides incrassata,r,1,s,0
F5P4,October,2019,Festuca valesiaca,+,5,v,
F5P4,October,2019,Medicago minima,+,1,v,
F5P4,October,2019,Potentilla incana,2b,4,v,
F5P4,October,2019,Sedum album,2b,2,v,
F5P4,October,2019,Seseli osseum,+,1,v,
F5P4,October,2019,Taraxacum sect. Erythrosperma,+,2,v,
F5P4,October,2019,Teucrium chamaedrys,+,5,fr,
F5P4,October,2019,Veronica praecox,+,1,s,
F5P5,October,2019,Alyssum alyssoides,+,1,s,
F5P5,October,2019,Arenaria serpyllifolia,+,1,s,
F5P5,October,2019,Echium vulgare,2a,4,v,0
F5P5,October,2019,Galium glaucum,r,1,s,
F5P5,October,2019,Lamium amplexicaule,+,1,s,
F5P5,October,2019,Medicago minima,1,2,s,
F5P5,October,2019,Melica ciliata,+,7,v,
F5P5,October,2019,Minuartia rubra,+,4,fr,
F5P5,October,2019,Potentilla incana,1,5,v,
F5P5,October,2019,Sedum album,+,2,v,
F5P5,October,2019,Veronica sublobata,+,1,s,
F5P6,October,2019,Acinos arvensis,+,1,s,
F5P6,October,2019,Alyssum alyssoides,+,1,s,
F5P6,October,2019,Arenaria serpyllifolia,+,1,s,
F5P6,October,2019,Boraginaceae,+,1,s,
F5P6,October,2019,Bromus japonicus,+,4,v,
F5P6,October,2019,Echium vulgare,+,1,s,0
F5P6,October,2019,Lamium amplexicaule,+,1,s,
F5P6,October,2019,Medicago minima,+,2,s,
F5P6,October,2019,Melica ciliata,1,20,v,
F5P6,October,2019,Potentilla incana,2a,7,fl,
F5P6,October,2019,Sedum album,2a,2,v,
F5P6,October,2019,Verbascum lychnitis,1,2,v,
F6P1,October,2019,Acinos arvensis,+,1,v,
F6P1,October,2019,Allium flavum,+,7,v,
F6P1,October,2019,Arenaria serpyllifolia,+,1,s,
F6P1,October,2019,Bromus japonicus,+,2,s,
F6P1,October,2019,Echium vulgare,2a,7,v,
F6P1,October,2019,Erodium cicutarium,+,1,s,
F6P1,October,2019,Gagea pusilla,r,3,post fr,
F6P1,October,2019,Iris pumila,+,1,v,
F6P1,October,2019,Lepidium campestre,+,1,v,
F6P1,October,2019,Medicago minima,+,1,s,
F6P1,October,2019,Ranunculus illyricus,+,1,s,
F6P1,October,2019,Sedum album,2b,2,v,
F6P1,October,2019,Teucrium chamaedrys,2a,9,v,
F6P1,October,2019,Trifolium arvense,+,7,post fr,
F6P1,October,2019,Veronica sublobata,+,1,s,
F6P2,October,2019,Arrhenatherum elatius,+,5,v,
F6P2,October,2019,Bromus japonicus,r,2,v,
F6P2,October,2019,Centaurea stoebe,+,3,v,
F6P2,October,2019,Echium vulgare,3,7,v,0
F6P2,October,2019,Erodium cicutarium,+,1,s,
F6P2,October,2019,Gagea pusilla,r,3,v,
F6P2,October,2019,Lamium amplexicaule,+,1,s,
F6P2,October,2019,Lepidium campestre,+,1,v,
F6P2,October,2019,Medicago minima,+,1,v,
F6P2,October,2019,Ranunculus illyricus,+,1,s,
F6P2,October,2019,Scabiosa ochroleuca,r,1,v,
F6P2,October,2019,Sedum album,1,3,v,
F6P2,October,2019,Teucrium chamaedrys,+,5,v,
F6P2,October,2019,Veronica sublobata,+,1,s,
F6P3,October,2019,Acinos arvensis,r,1,s,
F6P3,October,2019,Arenaria serpyllifolia,+,1,v,
F6P3,October,2019,Echium vulgare,3,7,v,0
F6P3,October,2019,Erodium cicutarium,r,1,s,
F6P3,October,2019,Gagea pusilla,+,2,v,
F6P3,October,2019,Lamium amplexicaule,+,1,s,
F6P3,October,2019,Lepidium campestre,1,2,v,
F6P3,October,2019,Medicago minima,+,1,s,
F6P3,October,2019,Ranunculus illyricus,+,1,s,
F6P3,October,2019,Sedum album,1,2,v,
F6P3,October,2019,Teucrium chamaedrys,2a,10,v,
F6P4,October,2019,Arenaria serpyllifolia,+,1,s,
F6P4,October,2019,Arrhenatherum elatius,+,8,v,
F6P4,October,2019,Buglossoides incrassata,r,1,s,0
F6P4,October,2019,Echium vulgare,4,8,v,0
